MET(GeV),#phi_{MET},light_jets_multiplicity,pT_{b_{1}}(GeV),#eta_{b_{1}},#phi_{b_{1}},Energy_{b_{1}}(GeV),Mass_{b_{1}}(GeV),#Delta R_{b_{1}#tau_{1}},#Delta #eta_{b_{1}#tau_{1}},#Delta #phi_{b_{1}#tau_{1}},#Delta pT_{b_{1}#tau_{1}}(GeV),#Delta #vec{pT}_{b_{1}#tau_{1}}(GeV),#Delta #vec{p}_{b_{1}#tau_{1}}(GeV),#Delta R_{b_{1}lep_{1}},#Delta #eta_{b_{1}lep_{1}},#Delta #phi_{b_{1}lep_{1}},#Delta pT_{b_{1}lep_{1}}(GeV),#Delta #vec{pT}_{b_{1}lep_{1}}(GeV),#Delta #vec{p}_{b_{1}lep_{1}}(GeV),pT_{#tau_{1}}(GeV),#eta_{#tau_{1}},#phi_{#tau_{1}},Energy_{#tau_{1}}(GeV),Mass_{#tau_{1}}(GeV),#Delta R_{#tau_{1}lep_{1}},#Delta #eta_{#tau_{1}lep_{1}},#Delta #phi_{#tau_{1}lep_{1}},#Delta pT_{#tau_{1}lep_{1}}(GeV),#Delta #vec{pT}_{#tau_{1}lep_{1}}(GeV),#Delta #vec{p}_{#tau_{1}lep_{1}}(GeV),pT_{lep_{1}}(GeV),#eta_{lep_{1}},#phi_{lep_{1}},Energy_{lep_{1}}(GeV),Mass_{lep_{1}}(GeV),Q_{#tau_{1}}Q_{lep_{1}},sT(GeV),mT(GeV)
4.554178714752197,2.699190139770508,0,63.45769882202149,-2.0874679088592534,-0.17561118304729462,260.1205771271634,12.692430496215676,1.9608564743345513,0.022755861282346412,1.9607244282960892,17.445899963378913,91.45341596364838,112.15885549722782,2.267268707873539,0.15809726715087624,-2.2617499083280563,18.256164550781257,98.62019832752023,106.74709039282801,46.01179885864258,-2.1102237701416,-2.136335611343384,192.6263191706437,3.779305934905735,2.065150599910335,0.13534140586852983,2.0607109705554407,0.8102645874023438,78.21489739649647,81.83670122857387,45.201534271240234,-2.2455651760101296,2.0861387252807617,215.87394504943063,0.0005109985977063095,-1.0,159.2252106666565,161.08277578500383
23.175830841064453,0.2871350049972534,0,58.00325775146484,-0.8831542730331423,0.9543460011482239,82.57904073258729,8.577020645141548,2.1846874419749023,-0.03062790632247947,-2.1844727396965027,-4.106670379638672,106.63631892639351,106.64620611876934,2.309012640680667,-0.5091551244258883,2.252176821231842,8.969776153564446,96.7029746912621,104.4139972787625,62.10992813110351,-0.8525263667106628,3.1388187408447266,86.91607695770331,12.017210006713904,1.9075331086640193,-0.47852721810340887,-1.8465357462512415,13.076446533203118,88.99569372244419,97.91594881834578,49.03348159790039,-0.373999148607254,-1.2978308200836182,52.503035517401266,0.10565837550264347,-1.0,192.3224983215332,894.3599229457946
6.7418317794799805,2.212881326675415,1,31.603981018066406,-2.2045512199401873,2.7497549057006836,145.06228960376197,4.01627111434911,2.278941417345034,-0.9347002506256119,-2.078439180050985,4.523069381713871,50.63882888975395,109.52496512146342,0.9734123544761123,-0.12390208244324086,0.9654946327209473,-14.26019287109375,38.11540819710981,54.74346232497514,27.080911636352536,-1.2698509693145754,-1.4549912214279175,52.342725696019215,5.878859519958535,3.1500677335676706,0.810798168182371,3.0439338127719324,-18.78326225280762,72.8639089963538,154.6507763676771,45.864173889160156,-2.0806491374969465,1.7842602729797363,186.54145220861275,0.10565837548542771,1.0,111.29089832305908,541.9652400132188
11.861566543579102,0.5548455119132996,0,87.5975341796875,1.2366737127304075,1.998866081237793,164.16549693797361,14.017987251281836,2.3124984786646006,-0.4602406024932857,2.2662364840507507,61.4035587310791,106.30036530234955,126.76417563151716,2.563744618264797,-0.1828914880752568,-2.557212773953573,-4.985778808593736,172.54992358033644,177.61270467793943,26.1939754486084,1.6969143152236932,-0.26737040281295776,73.95893553220922,3.598484039306514,1.485850552555764,0.2773491144180289,1.4597360491752625,-66.38933753967284,93.38217578397135,145.18252787463615,92.58331298828124,1.4195652008056643,-1.7271064519882202,202.62511460903934,0.0005109985977063095,-1.0,218.23638916015625,805.6258858778755
29.25037574768066,-1.810431718826294,0,154.90866088867188,-1.8465478420257566,-1.850087285041809,503.32730716441984,14.48652362823458,0.9248745437322359,-0.007542490959166592,-0.9248437881469727,97.87692260742188,128.89158140710185,330.0460631465267,3.8664763861614833,-2.4677388072013855,2.9765592257129114,-29.101104736328153,337.77374853103703,688.9582892490639,57.03173828125,-1.83900535106659,-0.9252434968948364,184.06653332374867,7.683831214904726,3.424244852113097,-2.460196316242219,-2.381782293319702,-126.97802734375003,228.75399073798147,374.597309004835,184.00976562500003,0.6211909651756287,1.4565387964248657,220.66889957734466,0.10565837545099618,-1.0,425.20054054260254,1092.4057744432407
11.819461822509764,-3.1169731616973877,1,30.156829833984375,-0.04494947940111152,-2.133483648300171,30.798344517590234,6.1045007705688565,1.658865699202767,-0.37832323461771,-1.615149199962616,-79.43954467773438,114.95165547795064,121.25083844095236,1.5868768227579566,-0.8447957113385202,1.343316141759054,-38.89132690429686,68.83225818085525,93.0840513835007,109.59637451171875,0.3333737552165985,-0.5183344483375549,116.41072152050654,12.449048042297326,2.995014816274932,-0.46647247672081016,2.95846534172167,40.548217773437514,177.93481573544338,179.55824896176688,69.04815673828124,0.7998462319374087,2.8063855171203613,92.33804996397507,0.10565837550264347,-1.0,220.62082290649414,434.0647579443014
51.23067855834962,0.14927007257938385,1,98.76751708984375,2.27074360847473,-3.1069953441619873,483.7959336759198,18.054733276367994,2.172248870586876,1.2731440067291244,-1.7600481510162354,30.267547607421875,130.35644561881585,414.0694268533234,3.588953493848441,3.358515501022337,1.2652908007251185,-1.4119110107422017,117.63891035827372,616.363433764289,68.49996948242188,0.9975996017456057,-1.346947193145752,105.56735555071755,3.538199424743524,3.6744319346171292,2.085371494293213,3.025338951741354,-31.679458618164077,168.4045732198221,270.7615214190593,100.17942810058595,-1.0877718925476072,1.9108991622924805,165.52751607979306,0.0005110021573698313,1.0,318.6775932312012,1232.3452649388223
267.7395935058594,-1.8020920753479004,4,256.1214294433594,0.534324049949646,0.8927637934684753,294.9987732146052,29.08743095397943,2.7814459859090186,-0.8706762790679932,2.641659438610077,182.47713470458984,322.68962498588485,322.69871866215203,2.952267618048932,-1.4319705963134766,2.5817328095436096,225.79536247253418,282.27741308640987,284.7249597196625,73.64429473876953,1.4050003290176392,-1.7488956451416016,159.17653463019144,4.78376722335775,0.5644842880393955,-0.5612943172454834,-0.059926629066467285,43.318227767944336,43.41067652178847,55.65630485537467,30.326066970825195,1.9662946462631226,-1.6889690160751343,110.44951183166353,0.0005110021573698313,-1.0,627.8313846588135,1297.2210142484114
24.48638153076172,0.48305609822273254,1,44.94494247436523,0.28036555647850037,1.3301548957824707,47.09916708063658,5.940862655639687,2.919697727680042,-1.3682217895984656,-2.579264227543966,-12.346786499023445,98.28187776776858,163.50681220675204,1.4018951799102801,-1.357070237398147,0.351668119430542,19.348911285400384,22.697845022906197,55.41323014418831,57.29172897338867,1.648587346076966,-2.3737661838531494,155.10269708595501,14.136963844299412,2.9309535614980278,0.011151552200318715,2.930932346974508,31.695697784423828,82.49571944150182,114.99937907174674,25.596031188964844,1.6374357938766473,0.9784867763519287,68.29591418790021,0.0005109994876245147,1.0,152.31908416748047,753.1099698686763
67.40035247802734,1.5136703252792358,1,64.60890197753906,0.5846459865570066,-0.6256364583969115,76.37832878788258,7.896407604217573,1.668805657096725,0.034670472145080344,1.6684454679489136,-4.237892150878906,98.90157091403708,98.90170092754535,1.9581730780019078,-0.2601386308670045,-1.9408167600631714,39.09448051452637,77.57302994441727,79.15604427983149,68.84679412841797,0.5499755144119263,-2.294081926345825,79.80710925275156,6.7156100273132155,2.69012584101997,-0.29480910301208485,2.6739230791675013,43.33237266540527,92.34066863183287,93.6476226703882,25.5144214630127,0.8447846174240111,1.3151803016662598,35.1732418646908,0.0005109999325830361,-1.0,226.37047004699707,422.61535002919226
